# Source SHA-256: 5d789ae2d414bc6bd2676ff7df29955c308b4b8834b9d0192e6e60d8b270f71b
# Card page | faction | plan | three partner pages with reasons. Authored from full front and signature cards.
19|D|Group Goblin Pirates for energy, then use displacement to create theft opportunities.|51:Ye Scurvy Dogs refuels Stu's Goblin Pirate keyword and Run frees engaged allies.|53:Pinch steals stones after Stu displaces or drains their carriers.|86:Pirate Mascot improves the Pirate front line and Swig o' Rum supplies healing.
20|D|Turn lures and Suckerpunch into Goblin melee pressure with a supported harvester.|16:Suckerpunch strengthens Syd's piercing attacks and the lure brings victims closer.|18:Goblin Mischief and Transconbobulate sustain Boom Boom's costly actions.|15:Suckerpunch also benefits Doug, whose Digger covers harvesting.
21|D|Balance Grub's magical melee and terrain travel with energy, healing and objectives.|18:Transconbobulate restores Grub's wounds and energy; Goblin Mischief funds his actions.|17:Healing sustains Grub and Bobby adds defensive displacement.|15:Digger handles stones while Grub uses Wyrm Hole for repositioning without carrying stones.
22|D|Use Teetoe's energy and displacement behind a healer, fighter and ordinary harvester.|23:Healing sustains the Faerie group and Dizzly Spell shuts down dangerous actions.|26:Rage removes Teetoe's Weakling and Wasp adds stronger piercing melee.|50:Herbert creates cover and harvests without the Faeries' Weakling tax.
23|D|Support a Faerie combat group with a harvester that does not have Weakling.|55:Healing repairs wounds paid to For the Good of the Glade; Feed on Fear refuels Faeries.|26:Wasp supplies melee and Rage can remove Fraya's Weakling for harvesting.|50:Herbert supplies wooded cover and ordinary harvesting without Weakling.
24|D|Back a Faerie duellist with energy, healing and a dependable objective model.|27:Whispered Secrets refuels the Fencer and restores a wound.|23:Healing sustains the duellist; Dizzly Spell removes dangerous enemy actions.|50:Herbert handles harvesting without Weakling while adding magical ranged pressure.
25|D|Force dropped stones, then collect them behind a supported Faerie front line.|129:Clumsy Cluts triggers Sedatives; Sleepy Time can exploit the applied Weakling.|23:Healing sustains both fragile Faeries and adds ranged disruption.|29:Stone Song assists harvesting and Boulder supplies a durable melee anchor without Weakling.
26|D|Use Wasp to enable Faerie attacks and harvesting while healing the group.|24:Rage removes the Fencer's Weakling for stronger melee and cheaper harvesting.|23:Healing repairs the front line and Fraya can also benefit from Rage.|50:Herbert adds ordinary harvesting and wooded cover with ranged magical damage.
27|D|Feed a Faerie fighter while benefiting from a Trickster and a regular harvester.|23:Trickster bluffs can trigger Faerie Mischief; Fraya provides Healing.|24:Whispered Secrets funds the Fencer's attacks and evasive movement.|50:Herbert handles harvesting without Weakling and contributes magical ranged damage.
28|D|Protect a Noble and enable a Giant-loving Goblin fighter, with healing support.|55:Bodyguard protects Diana, who adds magical attacks and Faerie energy theft.|16:Gotchgut enables Lard Lover; Syd can move the Giant with Giant Whisperer.|17:Healing repairs both Gotchgut and Syd while Bobby supplies displacement.
29|D|Combine objective depth reduction with Troll sustain and ranged magical pressure.|87:Trollish Remedies can grant Boulder permanent Tough as Old Boots.|14:Fireblast adds ranged magical damage that Boulder's low melee stat cannot provide.|15:Digger and Stone Song give two ways to access deep stones; Doug adds a mobile threat.
30|C|Use gold-based movement control to deliver a melee threat and expose stones to theft.|2:My Hero gives a Noble two energy; Field Medic sustains Kaufman.|5:Shower of Gold can position victims for Fritz's heavy melee attacks.|12:Miner secures uncontested stones while Kaufman contests enemy carriers.
31|C|Create a supported Rogue thief with a durable anchor and an ordinary harvester.|41:Honour Amongst Thieves improves Natty's Slingshot; Squeaking positions carriers for theft.|130:Prognostication reveals enemy melee hands to Natty; Wily Old Weasel discounts Rogue Arcane actions.|12:Miner handles deep stones while the Rogues hunt enemy carriers.
32|C|Mark a target with Hunting Party and follow with Human attacks from outside the pulse.|1:Hunting Party boosts the Baron's melee against the marked enemy; Rallying Cry refuels Gertrude.|3:Hunting Party improves Shoot Musket against the marked target.|4:Foresight improves Blunderbuss; Healing sustains the Human group. Keep high-energy allies clear of Natural Order.
33|C|Build a Soldier attack group around commands, melee bonuses and healing.|2:Squire boosts a Noble and Soldiers; My Hero refuels Poppycock.|36:The Governor improves Hogswash's melee and Yell Out Commands moves this Soldier 2 inches.|34:Field Medic heals the Noble and Soldiers; Sage Advice covers nearby Arcane risks.
34|C|Use Soldier healing and catastrophe protection to support a Human attack group.|3:Sage Advice prevents the musket catastrophe nearby; Field Medic repairs Flintlock.|1:Field Medic heals the Noble; Rallying Cry restores Old Calders's energy.|2:Squire improves Old Calders's Soldier melee and Eric also boosts the Baron.
35|C|Redistribute energy into a durable attacker while preserving reliable harvesting.|73:Jackalope supplies efficient deep-stone collection and benefits from redistributed energy.|36:Energy Syphon funds Hogswash's charge and melee; Tabby's protection can shield him.|34:Sage Advice covers Tabby's catastrophes and Field Medic heals Hogswash.
36|C|Stack Soldier melee support and energy around a charge attacker.|33:The Governor improves Hogswash and Yell Out Commands positions him before the charge.|2:Squire, My Hero and Field Medic all support this Soldier.|6:Deutsche Courage refunds an attack's energy; Drink Your Fill can boost melee or energy.
37|L|Use Hoff's Faun aura and horn on a fighter and shooter, with healing nearby.|71:Guerilla Tactician boosts Wendigo's magical melee and grants Swift.|38:Hunting Horn repositions Jayda; Guerilla Tactician improves her finishing melee.|39:Toodles is a Faun eligible for the horn and aura, and supplies Healing.
38|L|Use Faun support to reach and finish targets while another model collects deep stones.|37:Guerilla Tactician boosts Jayda's melee and Hunting Horn moves her into position.|70:Rouse restores a wound and gives Jayda two energy; Chubs also heals.|73:Burrowing Claws handles deep stones while Jayda shoots and finishes wounded targets.
39|L|Heal a supported Faun attack group while an Animal takes objective duties.|37:Guerilla Tactician and Hunting Horn support Toodles's Faun keyword.|71:Hoff strengthens Wendigo's magical melee and Toodles keeps the fighter healthy.|73:Burrowing Claws secures deep stones and Toodles can heal the Animal harvester.
40|C|Use Gnome support and created woods around a Norse fighter.|42:Verdant Growth supplies terrain for Revenge of the Forest Friends; One with the Wind moves Joanna.|89:Reading the Runes can protect a Norse model and Liv supplies healing.|90:Valhalla extends Joanna's attacking Jog; Buttermilk Elixir gives a Gnome energy.
41|C|Support Rogue theft with hand information, ranged pressure and a dedicated harvester.|31:Honour Amongst Thieves boosts Natty's Arcane; the pair offer direct stone theft.|130:Prognostication and Wily Old Weasel improve Muridae's Rogue combat and Arcane economy.|12:Miner secures deep stones while the Rogues pursue carriers.
42|C|Create woods for a Norse attacker and use Gnome buffs to improve movement magic.|40:Created woods enable Revenge of the Forest Friends; One with the Wind positions Joanna.|8:Luck Charms improves Loci's Melee and Arcane and Mama supplies Healing.|12:Miner handles objectives while Loci spends energy creating terrain and moving allies.
43|C|Support aerial shooting while ground models handle melee and harvesting.|8:Luck Charms boosts Bolt Thrower Arcane and Mama supplies Healing.|9:Brothers in Arms can boost this Militia airship's Arcane and adds crossbow pressure.|12:Miner collects stones because the airship cannot Harvest.
44|C|Control the Giant's risky energy flips and supply movement, sustain and objectives.|13:Sage Advice covers Constant Bickering's catastrophe within its aura.|45:Epic Ballads gives another Giant energy and Brunhilde adds a second melee threat.|12:Miner secures stones while the Giants hold contested ground.
45|C|Use Giant energy and Bodyguard around a supported Noble fighter.|1:Bodyguard and Loyalty protect and follow this Noble; Rallying Cry supports the Human ally.|28:Epic Ballads grants Gotchgut energy and the second Giant shares front-line work.|2:Squire and My Hero strongly support the Baron; Field Medic keeps the Noble healthy.
46|D|Enable water-based energy and strengthen a durable Troll while collecting stones.|137:Wetland Wallower lets Bristlenose use Syril's melee range as water for Amphibious.|87:Trollish Remedies can grant Bristlenose permanent regeneration.|15:Digger covers harvesting while Bristlenose holds the front line.
47|D|Refuel a slow Goblin Troll gunner while supporting ordinary harvesting.|18:Goblin Mischief and Transconbobulate restore Ribald's energy, wounds and position.|87:Trollish Remedies supports Ribald's Troll keyword and grants regeneration.|15:Digger secures deeper stones while Ribald spends turns on cannon fire.
48|D|Turn bonus Goblin activations into efficient harvesting and protected stone carrying.|15:Rule the Roost gives Doug an extra activation and energy for Digger or attacks.|98:Goblin City Guard protects Goblin carriers; Stand to Attention supports Soldier movement.|17:Healing repairs wounds paid to Rule the Roost and Royal Privilege.
49|D|Build around repeatable Goblin objective play and resurrection positioning.|96:Reanimate Jobie makes Jobie's self-sacrificing stone collection repeatable.|111:Guiding Lantern chooses resurrection placement and Keep 'em Fresh improves returned health.|98:Portly Pete protects Goblin stone carriers and holds recovered objectives.
50|D|Use created cover around Faerie damage and healing while Herbert harvests.|55:Herbert's Faerie keyword can support For the Good of the Glade and receive Feed on Fear energy.|23:Healing sustains the Faeries and Dizzly Spell removes enemy threats.|26:Rage enables other Faeries' harvesting and Wasp adds piercing melee.
51|D|Build a Goblin Pirate core around replenishment energy and close-range objective theft.|19:Ye Scurvy Dogs boosts Stu's energy; Bawdy Jokes helps the Goblin Pirates cluster.|53:Crusty receives Goblin Pirate energy and Pinch steals contested stones.|86:Pirate Mascot improves Pirate attacks or Evade and Swig o' Rum supplies healing.
52|D|Feed Pirate attackers from carried stones while receiving Goblin Pirate energy.|51:Ye Scurvy Dogs refuels Swooty and Run frees an engaged Pirate.|53:Pinch secures stones and Crusty's sturdy shell gives the Pirates a front line.|86:Pirate Mascot boosts attacks that can earn Luv'a da booty energy and Swig o' Rum adds healing.
53|D|Support a durable Pirate thief with energy, displacement and stronger melee.|51:Ye Scurvy Dogs refuels this Goblin Pirate and Run repositions engaged allies.|19:Rough Tides and Seasick help Crusty approach and rob enemy carriers.|86:Pirate Mascot improves Crusty's melee or Evade and Swig o' Rum supplies healing.
54|D|Use aerial displacement to expose stones while ground Goblins fight and harvest.|98:Stand to Attention gives the Goblin airship energy; Pete guards Goblin carriers.|15:Digger handles stones because the airship cannot Harvest.|17:Healing repairs the airship and Bobby helps deter close approaches to the ground group.
55|D|Pay Faerie wounds for better Arcane hands, then heal and add a regular harvester.|23:Healing repairs For the Good of the Glade's wound costs.|26:Rage removes Diana's Weakling and Wasp supplies stronger piercing melee.|50:Herbert is a Faerie without Weakling, adds wooded cover and ordinary harvesting.
56|D|Use Rogue swaps to deliver threats while retaining healing and efficient harvesting.|24:Faerie Tricks swaps with this Rogue duellist to change engagements.|27:Whispered Secrets refuels Belladonna; Silvertongue is also a valid Rogue swap target.|29:Boulder provides durable harvesting and Stone Song; the Faeries otherwise pay Weakling costs.
57|D|Use a strong copied signature and Faerie support beside a regular harvester.|24:Mirror of Mischief can copy Needlepoint for armour-ignoring damage.|23:Healing sustains Foxglove and Trickster supplies a second bluffing engine.|50:Herbert handles harvesting without Weakling and adds wooded cover.
58|D|Add Faerie melee and healing while an ordinary harvester handles deep stones.|26:Rage supports the other Faerie fighter and Wasp adds a second piercing threat.|23:Healing sustains Vespa and Dizzly Spell removes dangerous actions.|29:Stone Song assists deep harvesting while Boulder supplies durable ground control.
59|L|Use movement and group healing around a Cultist fighter and objective collector.|78:Plant the Placard positions Klaus while Bell Ringer repairs his self-inflicted wounds.|61:Conductor boosts Daniel's Cultist Arcane and Leshavit's Caress protects the group.|73:Burrowing Claws supplies deep-stone collection while Daniel supports the combat line.
60|L|Bank useful Arcane cards, refuel a fighter and contest enemy stones.|141:Juggling Fate supplies set-aside cards for repeated Trick Knives; Midnight Miscreants discounts a turn-one 4-energy action.|138:Streatham supports Kavanagh's Rogue movement, healing and stolen-stone recovery.|62:Black Comedy helps fund Loubard's Righteous Fury and the Giant adds melee reach.
61|L|Support a Cultist melee core and a woodland energy engine.|78:Conductor improves Klaus's Arcane; each nearby Cultist also increases Egged-On melee.|79:Conductor boosts Raegan and Leshavit's Caress sustains Klaus.|91:Conductor boosts this Cultist and Raegan's woods enable Woodland Animal energy.
62|L|Keep a nearby support group to enable the Giant's movement and sustain his attacks.|59:Plant the Placard repositions Loubard and Bell Ringer heals; staying nearby enables Blind Faith.|61:Conductor improves Loubard's Cultist Arcane and Leshavit's Caress heals and protects him.|141:Midnight Miscreants discounts the first turn-one Righteous Fury from four to three energy.
63|L|Build a Faun summoning engine with protection, energy support and a melee escort.|37:Hunting Horn moves Boris; Guerilla Tactician improves his Faun melee.|70:Rouse refuels this Faun and Healing repairs summoning wound costs.|61:Leshavit's Caress heals and protects Boris while Conductor improves nearby supporting Cultists.
64|L|Start with Boris and support his shared energy pool; the Bunny enters through summoning.|63:Required named summoner; Herd Master gains energy for friendly Murder Bunnies.|70:Rouse gives Boris energy that he can spend on Bunny actions, and supplies Healing.|37:Hunting Horn moves Boris and Hoff supplies a melee escort.
65|L|Start with Boris and support his shared energy pool; the Bunny enters through summoning.|63:Required named summoner; Herd Master gains energy for friendly Murder Bunnies.|70:Rouse gives Boris energy that he can spend on Bunny actions, and supplies Healing.|37:Hunting Horn moves Boris and Hoff supplies a melee escort.
66|L|Start with Boris and support his shared energy pool; the Bunny enters through summoning.|63:Required named summoner; Herd Master gains energy for friendly Murder Bunnies.|70:Rouse gives Boris energy that he can spend on Bunny actions, and supplies Healing.|37:Hunting Horn moves Boris and Hoff supplies a melee escort.
67|L|Complete the Witch links and add an efficient collector to the spell-and-melee group.|68:Link to the Present gives Zorya replenishment energy; Antonia heals the front line.|69:Zorya enables Danica's regeneration and completes the three-Witch link cycle.|73:Burrowing Claws covers deep stones while the Witches invest in combat and spell support.
68|L|Complete the Witch links and add a mobile objective collector.|69:Link to the Past raises Antonia's Arcane and discounts her first friendly-Witch Arcane action.|67:Zorya receives energy from Antonia's presence and supplies the group's melee threat.|73:Burrowing Claws handles deep stones while Candy Apples controls approaching enemies.
69|L|Complete the Witch links to sustain Danica's wound-paying Arcane engine.|67:Link to the Future restores Danica's wounds during Replenish.|68:Danica enables Antonia's Arcane and Witch-cost bonuses; Antonia supplies Healing.|73:Burrowing Claws adds efficient harvesting and durable objective play.
70|L|Spend Rouse on Faun melee and use movement support to protect an Animal harvester.|37:Guerilla Tactician and Hunting Horn support Chubs; Rouse refuels Hoff.|71:Rouse gives Wendigo energy for magical melee while Healing sustains him.|73:Rouse targets Jackalope's Animal keyword and funds Burrowing Claws or Hop.
71|L|Strengthen magical Faun melee with energy and healing while covering stones.|37:Guerilla Tactician improves Wendigo's melee and grants Swift; Hunting Horn moves him.|70:Rouse gives Wendigo two energy and a wound back; Chubs also heals.|73:Burrowing Claws secures deep stones while Wendigo pressures enemy fighters.
72|L|Use Animal movement to support harvesting and a Faun fighter with healing.|73:Whisper to the Wild Things moves Jackalope before or after objective collection.|37:Guerilla Tactician improves Gloom's Faun melee and Hunting Horn offsets his Slow.|70:Rouse refuels Gloom's expensive actions and Healing sustains the Fauns.
73|L|Build around a mobile deep-stone collector with Animal movement and Faun protection.|72:Whisper to the Wild Things moves Jackalope without spending its harvesting energy.|70:Rouse restores a wound and gives this Animal two energy.|37:Hoff provides a melee escort and supports Chubs and Gloom with Faun bonuses.
74|L|Exploit friendly catastrophe choices within a supported Witch group.|69:Visions of the Future can choose Danica's catastrophe, which wounds nearby models but grants energy; Undying makes the Revenant a durable recipient.|68:Antonia heals the group and adds wounded-target finishing with Visions of the Present.|67:Zorya enables Danica's regeneration and supplies stronger melee.
75|L|Feed a hard-hitting Animal with healing and movement, while collecting deep stones.|70:Rouse directly refuels the Beast's Animal keyword and supplies Healing.|72:Whisper to the Wild Things moves the Beast into position.|73:Burrowing Claws secures deep stones while the Beast fights.
76|L|Support Anya's healing and transformation alongside woodland-enabled Cultist pressure.|61:Conductor improves supporting Cultists and Leshavit's Caress protects Anya before transformation.|91:Eric adds durable magical or piercing attacks while Anya supplies Healing.|79:Verdant Growth enables Eric's woodland energy and Raegan supplies healing or energy through Malachite Ritual.
77|L|Select Anya as the starting character, then heal and refuel her transformation.|76:Required starting character; Remove Necklace and Lose Control bring Striga Anya into play.|69:Visions of the Past restores wounds and energy on Anya or her transformed form.|61:Leshavit's Caress heals and protects the transformation engine; Conductor supports Danica.
78|L|Stack Cultist melee bonuses and turn catastrophe triggers into banked cards.|79:Named Kinship partner grants Klaus Protection; Expel banks cards from catastrophes.|61:Another Cultist raises Egged-On melee; Leshavit's Caress repairs Klaus's wounds.|141:Another Cultist raises Egged-On; Midnight Miscreants discounts turn-one Hold my Beer.
79|L|Support Klaus and a woodland-enabled Cultist while improving Arcane reliability.|78:Kinship protects Klaus and his catastrophe pulse can feed Expel; keep harmful pulse targets in mind.|61:Conductor raises Raegan's Cultist Arcane and adds healing and Protection.|91:Verdant Growth enables Woodland Animal energy and Malachite Ritual supports Eric.
80|L|Heal and reposition a Faun fighter while an Animal handles deep stones.|37:Hunting Horn moves Gwendoline's Faun allies; Hoff supplies a front-line fighter.|71:Rejuvenate sustains and moves Wendigo, whose melee is improved by Hoff.|73:Burrowing Claws covers efficient harvesting while Gwendoline spends energy on support.
81|D|Turn Succubus into energy and healing for a durable Noble core and a thief.|28:Bodyguard protects the Duchess; Succubus can fund the Giant's low-energy attacks.|83:Succubus keeps Claudia healthy enough to satisfy Robbery's wound comparison.|110:Eternal Servitude directly supports the Duchess's Human and Noble keywords.
82|D|Use drains and Evade debuffs to help a Rogue thief and anti-large fighter.|41:Honour Amongst Thieves improves Creep's Arcane and adds direct theft.|83:Incubus restores Claudia's wounds for Robbery; Vitality Draw funds her actions.|129:Victimise increases enemy Evade, strengthening Dentia's The Bigger They Are bonuses.
83|D|Improve pistol accuracy and keep Claudia healthy for Robbery.|41:Honour Amongst Thieves boosts Claudia's Arcane and Squeaking positions carriers.|81:Succubus restores Claudia's wounds and energy to support repeated theft and shooting.|82:Incubus heals Claudia while Victimise makes enemy Arcane targets easier to hit.
84|D|Use Pirate movement bonuses to deliver a fighter and a supported objective thief.|85:Treasure Map and X Marks the Spot position Swash for melee.|86:Pirate Mascot improves Pirate melee or Evade and provides nearby healing.|53:Pinch steals contested stones and X Marks the Spot moves Crusty towards carriers.
85|D|Deliver a Pirate swordsman with movement and melee support, then refuel him.|84:Treasure Map and X Marks the Spot move Swash towards the fight.|86:Pirate Mascot raises Swash's melee for an attack and Swig o' Rum repairs wounds.|52:Luv'a da booty gives a Pirate attacker energy when Swooty carries stones.
86|D|Use Pirate Mascot on a melee striker while movement and theft cover objectives.|85:Pirate Mascot improves Swash's melee and Swig o' Rum sustains him.|84:Treasure Map and X Marks the Spot reposition the Pirate group.|53:Pirate Mascot supports Crusty, whose Pinch supplies direct objective theft.
87|D|Grant Troll regeneration while maintaining space for Knoll's Recluse energy.|46:Trollish Remedies grants Bristlenose regeneration and repairs his large health track.|29:Trollish Remedies sustains Boulder, whose Stone Song assists deep stones.|137:Wetland Wallower enables Bristlenose's water energy and Syril supplies movement denial.
88|C|Use Norse charge support and deck planning to manage a wounded Berserker.|90:Valhalla extends Bjorn's attacking Jog and Fortunate prepares Arcane flips.|89:Reading the Runes can protect a Norse fighter; heal Bjorn when survival outweighs Berserk Fury damage.|11:Lucky prepares the deck for Skål and Young Jack adds a durable swordsman.
89|C|Coordinate Norse deck planning, protection and charges around a melee pair.|90:Fortunate can prepare Reading the Runes and Valhalla delivers the Norse fighters.|88:Reading the Runes can protect Bjorn while Runes of Power manages his wounds.|40:Joanna benefits from Norse protection and adds longer-range terrain-dependent attacks.
90|C|Use deck planning and Norse Jog bonuses on a fighter and runic support.|88:Valhalla extends Bjorn's attacking Jog and Buttermilk Elixir sustains him.|89:Fortunate can prepare Reading the Runes; Liv protects Norse allies.|11:Young Jack is explicitly eligible for Valhalla and Fetch, and Lucky adds deck planning.
91|L|Create woods to refuel a Cultist attacker, then strengthen and heal the group.|79:Verdant Growth enables Woodland Animal; Malachite Ritual provides further energy or healing.|61:Conductor boosts Eric's Cultist Arcane and Leshavit's Caress adds Protection.|78:Eric adds a Cultist for Egged-On; Klaus supplies a second melee threat.
92|L|Use shared Spirit keywords for movement, healing and swaps within a woodland group.|61:Conductor boosts Dranyer's Spirit Arcane and Leshavit's Caress protects him.|93:A shared Spirit enables Cunning movement and Duplicity; Ruwt supplies woods.|95:A shared Spirit enables Cunning and Duplicity; Gump adds durable melee and uses Ruwt's woods.
93|L|Create woods that sustain the Treefolk core and improve its firing lanes.|95:Forest heals Gump near wooded patches and Call of the Woods adds terrain-scaled damage.|94:Woodspirit lets this Treefolk ignore friendly Treefolk and woods for Arcane cover.|61:Conductor improves Spirit Arcane and Leshavit's Caress repairs New Growth wounds.
94|L|Use Treefolk terrain support and Spirit buffs to sustain curse pressure.|93:Woodspirit improves Snag's Arcane cover handling and creates traversable woods.|95:Call of the Woods pulls enemies towards Treefolk, creating pressure around Snag.|61:Conductor boosts Snag's Spirit Arcane and Leshavit's Caress sustains him.
95|L|Supply woods and Spirit support to amplify Gump's sustain and control.|93:Verdant Growth enables Forest healing and woodland-scaled Call of the Woods wounds.|79:A second wood creator expands Forest options; Malachite Ritual heals or refuels Gump.|61:Conductor improves Gump's Spirit Arcane and Leshavit's Caress adds healing and Protection.
96|D|Build repeatable self-sacrificing harvesting around resurrection and safe stone holding.|49:Jobie grants this Reanimate user the free Reanimate Jobie ability.|111:Guiding Lantern redirects Jobie's return and Keep 'em Fresh restores returned health.|98:Goblin City Guard protects Jobie while carrying a stone; Pete supplies durable ordinary harvesting.
97|D|Exploit Goblin objective turnover and carrier control while retaining healing.|96:A Cunning Plan can trigger Inheritance Tax for one recovered stone within range.|49:Reanimate Jobie sustains Jobie's objective cycle and Healing repairs the Goblins.|98:Goblin City Guard protects Goblin carriers and Secret Stash holds stones safely.
98|D|Protect Goblin carriers while refuelling a Soldier fighter and resurrection harvester.|15:Stand to Attention gives Doug energy and Soldier movement; Digger collects stones.|48:Goblin City Guard protects a stone-carrying King; Rule the Roost gives Pete bonus activations.|49:Healing sustains Pete's bodyguard wounds and Reanimate returns slain Goblins.
99|S|Summon the armoured Soldier and use support that rewards wounded enemies and deaths.|108:Summon Reinforcements can bring this Soldier Psychopomp into play; A Bone to Pick improves it against wounded enemies.|118:Conductor grants a boosted Psychopomp action and Summon an Encore returns it after death.|107:Necrotic Salve heals it; Reanimate sustains the starting Soldier core.
100|S|Use the Musician's debuffs through a Psychopomp action engine and ranged follow-up.|118:Summon the Choir brings this Musician into play; Conductor improves its Arcane action.|108:Summon Reinforcements can also summon a Soldier Psychopomp and rewards wounded targets.|106:Ranged crossbow pressure capitalises on debuffed opponents; a friendly death can trigger a free shot.
101|S|Use a Familiar to improve a supported resurrection-and-combat engine.|107:Summon a Helping Hand brings this Familiar into play; Forbidden Tome improves the summoner's Arcane.|108:Share the Knowledge improves Negroli's Arcane and the Noble supplies melee pressure.|111:Guiding Lantern and Keep 'em Fresh improve the resurrection engine's position and returned wounds.
102|S|Light up enemy targets for a supported Soldier firing-and-melee core.|107:Summon a Helping Hand brings this Familiar into play and Necrotic Salve sustains it.|106:Lampy's Light increases enemy Evade for Ancient Crossbow attacks.|108:Lampy's Light also helps ranged attacks while Negroli supplies strong melee and Soldier buffs.
103|S|Create water for the Aquatic summon and build a resilient water-based core.|114:Summon from the Depths brings Jeremy into play and Torrential Surge enables Splashy Fury.|123:Rise From the Deep and Bedeviled Seas benefit from Sen'Ara's water; Barnakelle adds durable melee.|125:Gone Fishin' improves near water and Cheepaky supplies healing and displacement.
